season,date,home,home_sets,home_points,away,away_sets,away_points,division,category,venue,r1,r2
2015-2016,2016-03-20,Coventry & Warwick Riga,3,34 20 25 25 0,Leeds Gorse,1,32 25 19 15 0,division_2,women,Alan Higgs Centre,unknown,unknown
2015-2016,2016-03-20,Newmarket,1,15 25 20 23 0,Richmond Bucks,3,25 21 25 25 0,division_3,men,Newmarket Leisure Centre,unknown,unknown
2015-2016,2016-03-20,Norwich Spikers,0,13 25 16 - -,London Aces,3,25 27 25 - -,division_3,men,Boswells School,unknown,unknown
2015-2016,2016-03-20,Sheffield,3,32 25 25 - -,Malory Eagles UEL,0,30 21 17 - -,superleague,men,Concord Sports Centre,unknown,unknown
2015-2016,2016-03-20,Reading Aces,1,25 14 21 23 0,Essex Trinity,3,19 25 25 25 0,division_2,women,Kendrick School,unknown,unknown
2015-2016,2016-03-20,Portsmouth,2,19 18 25 25 12,Plymouth,3,25 25 20 15 15,division_2,women,Priory Community Sports Centre,unknown,unknown
2015-2016,2016-03-26,Southampton,3,25 25 25 - -,Manchester Marvels,0,20 16 20 - -,division_1,men,Itchen College Sports Centre,unknown,unknown
2015-2016,2016-04-02,Essex Trinity,0,18 13 23 - -,Team Sunderland,3,25 25 25 - -,shield,women,National Volleyball Centre,unknown,unknown
2015-2016,2016-04-02,Northumbria University,2,20 25 21 25 13,Team SideOut Polonia (London),3,25 21 25 16 15,cup,women,National Volleyball Centre,unknown,unknown
2015-2016,2016-04-02,Newcastle Staffs,2,17 25 29 13 11,Southampton,3,25 20 27 25 15,shield,men,National Volleyball Centre,unknown,unknown
2015-2016,2016-04-02,Northumbria University,2,18 25 25 20 12,IBB Polonia London,3,25 22 20 25 15,cup,men,National Volleyball Centre,unknown,unknown
2015-2016,2016-04-02,Wiltshire Mavericks,3,16 24 25 25 15,Bristol,2,25 26 20 21 11,division_3,men,Lavington School,unknown,unknown
2015-2016,2016-04-03,York Vikings,0,22 10 18 - -,Intervolley Manchester,3,25 25 25 - -,division_3,men,York College,unknown,unknown
2015-2016,2016-04-03,Norwich Spikers,3,25 25 25 - -,Black Country,0,21 16 17 - -,division_3,women,Voyager Academy,unknown,unknown
2015-2016,2016-04-09,Manchester Marvels Mystics,3,25 25 25 - -,Newcastle Staffs,0,18 15 15 - -,division_2,women,Armitage Centre,unknown,unknown
2015-2016,2016-04-09,Nottingham Rockets,1,25 27 20 19 0,Sheffield 2,3,21 29 25 25 0,division_2,men,Southglade Leisure Centre,unknown,unknown
2015-2016,2016-04-09,Manchester Marvels,0,12 14 22 - -,Newcastle Staffs,3,25 25 25 - -,division_1,men,Armitage Centre,unknown,unknown
2015-2016,2016-04-09,Coventry and Warwick Riga,2,11 25 24 25 9,Essex Blaze,3,25 23 26 20 15,division_1,men,Alan Higgs Centre,unknown,unknown
2015-2016,2016-04-09,Sheffield,3,25 25 25 - -,Richmond Docklands,0,19 16 22 - -,superleague,men,Sheffield - U18 Boys,unknown,unknown
2015-2016,2016-04-09,Team Sunderland,3,25 25 25 - -,Leeds Gorse,0,17 19 21 - -,division_2,women,Sunderland University (Cityspace),unknown,unknown
2015-2016,2016-04-09,Essex Trinity,3,25 25 25 - -,Bristol 2,0,23 14 17 - -,division_2,women,St John Payne School,unknown,unknown
2015-2016,2016-04-10,City of Bristol,3,25 25 20 25 0,Southampton,1,23 16 25 21 0,division_3,women,Oasis Academy Brislington,unknown,unknown
2015-2016,2016-04-10,Plymouth Mayflower VC,3,25 25 21 25 0,Southampton 2,1,20 20 25 16 0,division_3,women,Oxley Sports Centre,unknown,unknown
2015-2016,2016-04-10,DARKSTAR Derbyshire,3,22 25 25 25 0,Team Sunderland,1,25 20 14 22 0,division_2,women,Derbyshire Volleyball Centre (Derby Moor),unknown,unknown
2015-2016,2016-04-10,Hull Thunder,1,25 18 13 15 0,Manchester Marvels Marauders,3,21 25 25 25 0,division_3,men,The Education Village Academy Trust,unknown,unknown
2015-2016,2016-04-10,Coventry and Warwick Riga,0,20 26 17 - -,Newcastle Staffs,3,25 28 25 - -,division_1,men,Alan Higgs Centre,unknown,unknown
2015-2016,2016-04-10,Herts,3,25 25 25 - -,Ashcombe Dorking,0,9 17 11 - -,division_1,women,Queens School,unknown,unknown
2015-2016,2016-04-16,Cambridge ARU,3,25 25 25 - -,Richmond 2,0,11 21 22 - -,division_2,women,North Cambridge Academy,unknown,unknown
2015-2016,2016-04-16,Ashcombe Dorking,0,20 14 22 - -,Bristol,3,25 25 25 - -,division_1,women,The Ashcombe Volleyball Centre,unknown,unknown
2015-2016,2016-04-16,Black Country,3,25 25 25 - -,Coventry and Warwick Riga,0,18 21 14 - -,division_1,men,Redhill School Sports Hall,unknown,unknown
2015-2016,2016-04-16,Team Sunderland,3,25 29 25 - -,Nottingham Rockets,0,22 27 18 - -,division_2,men,Sunderland University (Cityspace),unknown,unknown
2015-2016,2016-04-16,Newcastle Staffs 2,1,20 25 15 14 0,Essex Estonians,3,25 17 25 25 0,division_2,men,Keele University Sports Centre,unknown,unknown
2015-2016,2016-04-16,Team Sunderland,3,25 25 22 25 0,Nottingham Rockets,1,16 15 25 21 0,division_2,women,Sunderland University (Cityspace),unknown,unknown
2015-2016,2016-04-17,Plymouth,3,25 25 25 - -,Richmond 2,0,0 0 0 - -,division_2,women,Coombe Dean School,unknown,unknown
2015-2016,2016-04-23,Coventry & Warwick Riga,0,21 17 22 - -,Newcastle Staffs,3,25 25 25 - -,division_2,women,Alan Higgs Centre,unknown,unknown
2015-2016,2016-04-23,Manchester Marvels Mystics,3,27 25 25 23 15,Team Sunderland,2,29 18 14 25 11,division_2,women,Armitage Centre,unknown,unknown
2015-2016,2016-04-23,Northumbria University,3,25 35 25 - -,Sheffield,0,16 33 15 - -,superleague,men,Sports Central,unknown,unknown
2015-2016,2016-04-23,Essex Estonians,0,23 23 23 - -,Sheffield 2,3,25 25 25 - -,division_2,men,Basildon Sporting Village,unknown,unknown
2015-2016,2016-04-23,Manchester Marvels,0,18 20 22 - -,Southampton,3,25 25 25 - -,division_1,men,Armitage Centre,unknown,unknown
2015-2016,2016-04-23,Cambridge ARU,3,25 25 27 - -,Bristol 2,0,21 12 25 - -,division_2,women,North Cambridge Academy,unknown,unknown
2015-2016,2016-04-23,Northumbria University,3,25 25 25 - -,Essex Rebels,0,14 16 17 - -,superleague,women,Sports Central,unknown,unknown
2015-2016,2016-04-24,Ashcombe Dorking 2,0,13 21 20 - -,Sussex Dolphins 1,3,25 25 25 - -,division_3,women,Tendring Technology College,unknown,unknown
2015-2016,2016-04-24,Black Country,3,25 25 25 - -,Northampton,0,19 21 19 - -,division_3,women,Redhill School Sports Hall,unknown,unknown
2015-2016,2016-04-24,Essex Trinity,3,25 25 25 - -,Plymouth,0,0 0 0 - -,division_2,women,New Forest Volleyball Centre,unknown,unknown
2015-2016,2016-04-24,DARKSTAR Derbyshire,3,25 25 20 25 0,Nottingham Rockets,1,20 19 25 19 0,division_2,women,Derbyshire Volleyball Centre (Derby Moor),unknown,unknown
2015-2016,2016-04-24,Northumbria University,3,25 25 25 - -,Sheffield,0,15 20 17 - -,superleague,men,Sports Central,unknown,unknown
2015-2016,2016-04-24,Herts,0,13 25 16 - -,Durham Palatinates,3,25 27 25 - -,division_1,women,Queens School,unknown,unknown
2015-2016,2016-04-24,York Falcons,3,25 29 25 - -,Manchester Marvels Mayhem,0,10 27 23 - -,division_3,women,The Education Village Academy Trust,unknown,unknown
2015-2016,2016-04-24,Northumbria University,3,25 25 25 - -,Essex Rebels,0,16 21 15 - -,superleague,women,Sports Central,unknown,unknown
2015-2016,2016-05-07,Northumbria University,3,23 25 25 25 15,Team SideOut Polonia (London),2,25 19 27 23 12,superleague,women,National Volleyball Centre,unknown,unknown
2015-2016,2016-05-07,IBB Polonia London,3,25 24 25 24 15,Northumbria University,2,15 26 23 26 13,superleague,men,National Volleyball Centre,unknown,unknown
2015-2016,2016-05-08,Northumbria University,3,25 25 26 27 0,Team SideOut Polonia (London),1,23 13 28 25 0,superleague,women,National Volleyball Centre,unknown,unknown
2015-2016,2016-05-08,IBB Polonia London,3,25 25 25 25 0,Northumbria University,1,27 16 22 19 0,superleague,men,National Volleyball Centre,unknown,unknown
