season,date,home,home_sets,home_points,away,away_sets,away_points,division,category,venue,r1,r2
2024-2025,2024-12-07,Nottingham Rockets,2,26 24 25 20 6,Rhinos Volleyball Cambridge,3,24 26 20 25 15,division_3,women,Ashfield School,Kate Mitchell,Daniel Harrison
2024-2025,2024-12-07,Lincoln Cannons,2,28 22 25 16 15,Wombourne,3,26 25 19 25 17,division_3,women,Riseholme College (Showground Campus),Igors Maksimovs,Vladimir Hojda
2024-2025,2024-12-07,Ashfield Vipers,1,25 22 11 20 -,Rhinos Volleyball Cambridge,3,22 25 25 25 -,division_3,women,Ashfield School,Daniel Harrison,Kate Mitchell
2024-2025,2024-12-07,Richmond Bucks,3,29 29 15 25 -,Wiltshire Mavericks,1,27 27 25 16 -,division_2,men,Tiffin Girls' School,Alin-vasile Dinica,Wojciech Fiszer
2024-2025,2024-12-07,Everton Belugas,3,25 25 25 - -,Stockport,0,23 22 22 - -,division_1,women,Litherland High School,Paul Fagan,Boriss Bovkuns
2024-2025,2024-12-07,London Aces,3,25 25 25 - -,Newcastle Staffs,0,16 23 22 - -,division_1,men,Lambeth Academy,Herman Prada,Nicolas Vecchione
2024-2025,2024-12-07,Leeds Gorse,3,25 25 25 - -,London Baks,0,18 17 22 - -,division_1,men,The Ruth Gorse Academy,Stivan Kolev,Debra Smart
2024-2025,2024-12-07,Newcastle Knights,3,25 25 22 25 -,Essex Trinity,1,18 19 25 17 -,division_1,women,Longbenton High School,David Topacho,Evelyn Lee
2024-2025,2024-12-07,Norwich Spikers,0,16 21 19 - -,Loughborough Students,3,25 25 25 - -,division_2,men,UEA Norwich Sportspark,Richard Garnett,Eden Minnis
2024-2025,2024-12-07,MK City,3,25 25 25 - -,Coventry and Warwick Riga,0,22 17 22 - -,division_2,men,Glebe Farm School,Aliaksandr Siarheyeu,Sam Yip
2024-2025,2024-12-07,Urmston Grammar Volleyball,0,13 23 22 - -,Everton Narwhals,3,25 25 25 - -,division_2,women,Urmston Grammar School,Diane Hollows,Ruth Bridge
2024-2025,2024-12-07,The Miners Doncaster,3,25 25 25 - -,Newcastle Staffs,0,20 23 21 - -,division_2,women,Campsmount Academy,Michal Garncarz,Adrianna Weckowska
2024-2025,2024-12-07,Darkstar Derbyshire 2,3,25 25 25 - -,Coventry & Warwick Riga 2,0,18 18 12 - -,division_3,women,Belper Leisure Centre,James Cole,Gary Cross
2024-2025,2024-12-07,Lincoln Cannons,3,25 25 31 - -,Leicester Athena Nova,0,22 15 29 - -,division_3,women,Riseholme College (Showground Campus),Igors Maksimovs,Vladimir Hojda
2024-2025,2024-12-07,Darkstar Derbyshire 2,3,25 25 25 - -,Black Country 2,0,21 17 22 - -,division_3,women,Belper Leisure Centre,James Cole,Gary Cross
2024-2025,2024-12-07,York Falcons,3,25 25 25 - -,Chester Amazons,0,10 16 13 - -,division_3,women,Joseph Rowntree School,Erfan Jamali,Lusyne Oracz
2024-2025,2024-12-07,Hull Thunder,0,21 16 16 - -,Chester Amazons,3,25 25 25 - -,division_3,women,Joseph Rowntree School,Lusyne Oracz,Erfan Jamali
2024-2025,2024-12-07,York Falcons,3,25 25 25 - -,Hull Thunder,0,22 13 12 - -,division_3,women,Joseph Rowntree School,Erfan Jamali,Lusyne Oracz
2024-2025,2024-12-07,Worthing,3,25 25 20 25 -,Essex Estonians,1,20 22 25 20 -,division_3,men,Worthing High School,Tomasz Gierlach,Carla-eliza Dinica
2024-2025,2024-12-07,Urbond VC Portsmouth,3,25 25 25 - -,Essex Estonians,0,16 18 21 - -,division_3,men,Worthing High School,Carla-eliza Dinica,Tomasz Gierlach
2024-2025,2024-12-07,Tendring,3,25 13 25 22 15,Onyx London,2,19 25 23 25 13,division_3,men,Tendring Technology College,Chloe Williamson,
2024-2025,2024-12-07,Worthing,3,25 18 25 25 -,Urbond VC Portsmouth,1,21 25 20 20 -,division_3,men,Worthing High School,Tomasz Gierlach,Carla-eliza Dinica
2024-2025,2024-12-07,Tendring,0,22 21 14 - -,Dartford Crossers,3,25 25 25 - -,division_3,men,Tendring Technology College,Chloe Williamson,
2024-2025,2024-12-07,Sussex Dolphins,1,19 25 24 27 -,Ashcombe Dorking,3,25 16 26 29 -,division_3,women,The Triangle,Ludwik Kowalewski,Dee Wauchope
2024-2025,2024-12-07,Stockport,2,22 18 25 25 7,Essex Rebels,3,25 25 21 19 15,superleague,men,Life Leisure Brinnington Park,Lenny Barry,Abdul Salam Safadi
2024-2025,2024-12-07,Newcastle Knights,2,23 19 27 25 13,Essex Blaze,3,25 25 25 19 15,superleague,men,Longbenton High School,David Topacho,Evelyn Lee
2024-2025,2024-12-07,Leeds Gorse,3,24 25 25 25 -,Cambridge ARU,1,26 19 20 19 -,superleague,women,Ruth Gorse Academy,Debra Smart,Stivan Kolev
2024-2025,2024-12-08,London Giants,0,25 18 19 - -,Malory Eagles UEL,3,27 25 25 - -,superleague,men,Clapham Leisure Centre,Glynn Archibald,Martin Shakespeare
2024-2025,2024-12-08,Newcastle Knights,3,25 25 25 - -,Stockport,0,18 17 18 - -,superleague,men,Newcastle University Sports Centre,Debra Smart,Diane Hollows
2024-2025,2024-12-08,Bristol 2,0,9 13 16 - -,Reading Aces,3,25 25 25 - -,division_3,women,Avanti Gardens School,Ignacio Diez,Timothy Hebborn
2024-2025,2024-12-08,Bedminster,3,25 25 22 25 -,Coventry and Warwick Riga 2,1,23 15 25 17 -,division_3,men,Oasis Academy Brislington,Richard Parkes,Francesca Bentley
2024-2025,2024-12-08,Coventry and Warwick Riga 2,1,21 25 18 18 -,Southampton 2,3,25 19 25 25 -,division_3,men,Oasis Academy Brislington,Francesca Bentley,Richard Parkes
2024-2025,2024-12-08,Bedminster,2,25 25 26 27 8,Southampton 2,3,22 19 28 29 15,division_3,men,Oasis Academy Brislington,Richard Parkes,Francesca Bentley
2024-2025,2024-12-08,Bristol 2,0,21 23 14 - -,Oxford Bulls,3,25 25 25 - -,division_3,men,St Brendan's School,Su Brennand,Sam Yip
2024-2025,2024-12-08,City of Bristol,0,14 15 16 - -,Oxford Bulls,3,25 25 25 - -,division_3,men,St Brendan's School,Sam Yip,Su Brennand
2024-2025,2024-12-08,Essex Ravens,2,25 23 25 25 7,Spelthorne Sharks,3,18 25 27 19 15,division_3,women,Tendring Technology College,Claudiu Florea,Rob Sharman
2024-2025,2024-12-08,Intervolley Manchester,3,25 25 16 25 -,Manchester Marvels Marauders,1,14 16 25 20 -,division_3,men,Y Club,Abdul Salam Safadi,Jamie Hollick
2024-2025,2024-12-08,Intervolley Manchester,0,20 24 19 - -,Sheffield Springers,3,25 26 25 - -,division_3,men,Y Club,Jamie Hollick,Abdul Salam Safadi
2024-2025,2024-12-08,Manchester Marvels Marauders,0,16 16 14 - -,Sheffield Springers,3,25 25 25 - -,division_3,men,Y Club,Abdul Salam Safadi,Jamie Hollick
2024-2025,2024-12-08,Black Country 2,3,25 19 25 25 -,DARKSTAR Derbyshire 2,1,22 25 20 22 -,division_3,men,Dudley Evolve,Bee Yusuf,James Cole
2024-2025,2024-12-08,Chester,3,25 26 25 - -,Tamworth Spartans 2,0,19 24 17 - -,division_3,men,Downes Sports Hall,Sarah Hanrahan,Martin Mierzwa
2024-2025,2024-12-08,Leicester,3,28 20 25 25 15,Wombourne,2,30 25 23 21 3,division_3,men,Harvey Hadden Sports Complex,Safoora Saffari,Chris Tsui
2024-2025,2024-12-08,Nottingham Rockets,3,25 25 17 25 -,Wombourne,1,21 11 25 15 -,division_3,men,Harvey Hadden Sports Complex,Chris Tsui,Safoora Saffari
2024-2025,2024-12-08,Chester,3,20 25 25 25 -,GNG Bedford,1,25 18 23 22 -,division_3,men,Downes Sports Hall,Sarah Hanrahan,Martin Mierzwa
2024-2025,2024-12-08,Bedminster,3,25 25 25 - -,Oxford Eagles,0,20 23 21 - -,division_2,women,Bristol Brunel Academy,Rita Grimes,Janet Leach
2024-2025,2024-12-08,Cambridge,3,25 25 29 - -,MK City,0,15 14 27 - -,division_2,women,North Cambridge Academy,Aliaksandr Siarheyeu,Herman Prada
2024-2025,2024-12-08,London Giants,3,25 25 25 - -,Southampton,0,15 13 14 - -,division_1,women,Clapham Leisure Centre,Martin Shakespeare,Glynn Archibald
2024-2025,2024-12-08,Cambridge ARU,1,25 18 18 25 -,Black Country,3,23 25 25 27 -,division_1,men,North Cambridge Academy,Herman Prada,Aliaksandr Siarheyeu
2024-2025,2024-12-08,Newcastle Knights,3,25 25 25 - -,Coventry & Warwick Riga,0,18 20 14 - -,division_1,women,Newcastle University Sports Centre,Diane Hollows,Debra Smart
2024-2025,2024-12-08,Richmond,0,23 20 19 - -,Leicester Athena Phoenix,3,25 25 25 - -,division_1,women,Kingston College Arena,Ryszard Dabrowski,Mark Trelfa
2024-2025,2024-12-08,Rhinos Volleyball Cambridge,2,20 25 23 25 9,Loughborough Students,3,25 21 25 22 15,division_2,men,Chesterton Sports Centre,Alex Iftime,Stephen Watts
2024-2025,2024-12-08,Tamworth Spartans,3,25 25 18 20 15,Sheffield,2,18 15 25 25 11,division_2,women,Wilnecote Leisure Centre,Bryan Machin,Rose Sterling
2024-2025,2024-12-08,Hounslow,3,25 25 20 25 -,Cardiff Panthers,1,22 19 25 20 -,division_2,men,Lampton School,Giordano Marchi,Anna Justkowska
2024-2025,2024-12-08,Tamworth Spartans 2,2,18 20 26 25 9,GNG Bedford,3,25 25 24 23 15,division_3,men,Downes Sports Hall,Martin Mierzwa,Sarah Hanrahan
2024-2025,2024-12-08,Wombourne 2,1,25 17 15 18 -,DARKSTAR Derbyshire 2,3,23 25 25 25 -,division_3,men,Dudley Evolve,James Cole,Bee Yusuf
2024-2025,2024-12-08,Nottingham Rockets,3,29 25 25 - -,Leicester,0,27 12 16 - -,division_3,men,Harvey Hadden Sports Complex,Chris Tsui,Safoora Saffari
2024-2025,2024-12-08,Wombourne 2,1,14 22 25 22 -,Black Country 2,3,25 25 22 25 -,division_3,men,Dudley Evolve,James Cole,Bee Yusuf
2024-2025,2024-12-08,Tendring,3,15 25 25 19 15,Spelthorne Sharks,2,25 18 18 25 12,division_3,women,Tendring Technology College,Rob Sharman,Claudiu Florea
2024-2025,2024-12-08,Tendring,3,17 25 25 25 -,Essex Ravens,1,25 15 18 10 -,division_3,women,Tendring Technology College,Rob Sharman,Claudiu Florea
2024-2025,2024-12-08,City of Bristol,0,19 23 11 - -,Bristol 2,3,25 25 25 - -,division_3,men,St Brendan's School,Sam Yip,Su Brennand
2024-2025,2024-12-08,Weymouth,0,9 22 21 - -,Portsmouth,3,25 25 25 - -,division_3,women,Redlands Community Sports Hub,Ludwik Kowalewski,StanisÅ‚aw Dunat
2024-2025,2024-12-08,Reading Aces,3,25 25 25 - -,Plymouth UTV (Unity Through Volleyball),0,11 3 16 - -,division_3,women,Avanti Gardens School,Timothy Hebborn,Ignacio Diez
2024-2025,2024-12-08,Southampton 2,3,25 25 25 - -,Portsmouth,0,19 13 17 - -,division_3,women,Redlands Community Sports Hub,StanisÅ‚aw Dunat,Ludwik Kowalewski
2024-2025,2024-12-08,Weymouth,0,9 10 18 - -,Southampton 2,3,25 25 25 - -,division_3,women,Redlands Community Sports Hub,Ludwik Kowalewski,StanisÅ‚aw Dunat
2024-2025,2024-12-08,Richmond Docklands,2,25 24 25 21 13,IBB Polonia London,3,23 26 23 25 15,superleague,men,University of Westminster Sports Hall Harrow Campus,Dominik Biegajlo,Huaxi Liu
2024-2025,2024-12-08,Team SideOut Polonia (London),3,26 25 25 - -,Essex Rebels,0,24 19 18 - -,superleague,women,UEL (Sports Dock),Katarina Cepinova,Giorgio Scatigna-Gianfagna
2024-2025,2024-12-12,Urmston Grammar Volleyball,0,19 17 14 - -,Manchester Marvels Mayhem,3,25 25 25 - -,division_2,women,Urmston Grammar School,Bryan Youlden,Boriss Bovkuns
2024-2025,2024-12-12,Stockport,1,20 25 21 21 -,Newcastle Knights,3,25 19 25 25 -,superleague,men,Life Leisure Brinnington Park,Paul Fagan,Martin Mierzwa
2024-2025,2024-12-14,Malory Eagles UEL,3,25 25 25 - -,Wessex,0,17 11 13 - -,superleague,women,Ernest Bevin College,Giorgio Scatigna-Gianfagna,Ryszard Dabrowski
2024-2025,2024-12-14,Malory Eagles UEL,3,25 25 26 25 -,Stockport,1,15 12 28 18 -,superleague,men,Ernest Bevin College,Ryszard Dabrowski,Giorgio Scatigna-Gianfagna
2024-2025,2024-12-14,Essex Blaze,3,19 25 14 25 15,University of Nottingham,2,25 22 25 23 12,superleague,men,St John Payne School,Ian Cheesbrough,Caterina Guarino
2024-2025,2024-12-14,Loughborough Students,3,25 25 25 - -,Urmston Grammar Volleyball,0,14 11 21 - -,division_2,women,New Victory Hall,Chris Tsui,Ben Hill
2024-2025,2024-12-14,Newcastle Staffs 2,0,12 19 22 - -,Wigan Seahawks,3,25 25 25 - -,division_2,men,Sir Stanley Matthews Sports Centre,Joseph Gore,William Perugini
2024-2025,2024-12-14,Harrogate,0,23 18 13 - -,Sheffield,3,25 25 25 - -,division_2,men,Rossett Sports Centre,Simon Cowie,Chris Lamb
2024-2025,2024-12-14,Cambridge,3,25 19 25 25 -,Norwich Spikers,1,23 25 22 17 -,division_2,women,North Cambridge Academy,Aliaksandr Siarheyeu,Maya Stancheva
2024-2025,2024-12-14,Cambridge,0,17 27 23 - -,Norwich Spikers,3,25 29 25 - -,division_2,men,North Cambridge Academy,Maya Stancheva,Aliaksandr Siarheyeu
2024-2025,2024-12-14,Leicester Athena Phoenix,1,25 18 23 15 -,London Giants,3,21 25 25 25 -,division_1,women,New College Leicester,Christian Bunalade,John Boughton
2024-2025,2024-12-14,Exeter Storm,1,16 19 25 19 -,Lincoln Cannons,3,25 25 13 25 -,division_1,men,Riverside Leisure Centre,Ignacio Diez,Connor Bromley
2024-2025,2024-12-14,Hull Thunder,3,23 25 25 25 -,Tamworth Spartans,1,25 22 23 14 -,division_1,men,Steve Prescott Sports Centre,Stivan Kolev,Diane Hollows
2024-2025,2024-12-14,Exeter Storm,1,16 25 15 19 -,Bristol,3,25 16 25 25 -,division_1,men,Riverside Leisure Centre,Connor Bromley,Ignacio Diez
2024-2025,2024-12-14,London Baks,1,18 20 25 17 -,London Aces,3,25 25 21 25 -,division_1,men,Castle Green Sport Centre,Francesca Hossain,Carl Padayachee
2024-2025,2024-12-14,Richmond,2,26 18 25 11 10,Newcastle Knights,3,24 25 12 25 15,division_1,women,Kingston College Arena,Huaxi Liu,Tomasz Gierlach
2024-2025,2024-12-14,MK City,2,12 25 25 15 12,Loughborough Students,3,25 16 17 25 15,division_2,men,Glebe Farm School,,Jess Smith
2024-2025,2024-12-14,Richmond 2,3,25 19 25 24 15,Onyx London,2,17 25 18 26 9,division_2,women,Kingston College Arena,Mark Trelfa,Menaf Al Nasir
2024-2025,2024-12-14,Team SideOut Polonia (London),3,23 25 25 25 -,Durham Palatinates,1,25 7 13 23 -,superleague,women,UEL (Sports Dock),Nick Heckford,Fiona Cotterill
2024-2025,2024-12-15,Essex Rebels,3,26 25 25 - -,University of Nottingham Volleyball,0,24 22 16 - -,superleague,women,Essex Sport Arena,Glynn Archibald,Ian Cheesbrough
2024-2025,2024-12-15,Cambridge ARU,3,25 25 27 26 -,Durham Palatinates,1,21 16 29 24 -,superleague,women,Stephen Perse Foundation,Ryszard Dabrowski,Aliaksandr Siarheyeu
2024-2025,2024-12-15,Essex Rebels,3,19 25 30 25 -,University of Nottingham,1,25 18 28 23 -,superleague,men,Essex Sport Arena,Ian Cheesbrough,Glynn Archibald
2024-2025,2024-12-15,Cardiff Falcons,0,0 11 12 - -,Team South Wales,3,25 25 25 - -,division_2,women,St Cyres School,Ignacio Diez,Jayne Jones
2024-2025,2024-12-15,Cardiff Panthers,0,18 17 19 - -,Southampton,3,25 25 25 - -,division_2,men,St Cyres School,Jayne Jones,Ignacio Diez
2024-2025,2024-12-15,Hounslow,2,25 20 19 25 13,Spelthorne Lions,3,23 25 25 23 15,division_2,men,St. James School,Tomasz Gierlach,Anna Justkowska
2024-2025,2024-12-15,Loughborough Students,2,12 13 25 25 7,The Miners Doncaster,3,25 25 20 20 15,division_2,women,New Victory Hall,Amy Dimmock,Jan Dobrzycki
2024-2025,2024-12-15,Dartford Chargers,0,12 19 20 - -,Richmond 2,3,25 25 25 - -,division_2,women,Dartford Technology College,Paula A'Bear,Ian Ruddock
2024-2025,2024-12-15,London Inter Crocs,0,11 12 24 - -,Newcastle Knights,3,25 25 26 - -,division_1,women,Haverstock School,Anna Justkowska,Andres Hernandez
2024-2025,2024-12-15,Bristol,2,24 22 25 25 10,Lincoln Cannons,3,26 25 18 14 15,division_1,men,Avanti Gardens School,Timothy Hebborn,Richard Parkes
2024-2025,2024-12-15,Cambridge ARU,2,25 25 23 26 10,Newcastle Staffs,3,14 23 25 28 15,division_1,men,Stephen Perse Foundation,Aliaksandr Siarheyeu,Ryszard Dabrowski
2024-2025,2024-12-15,Everton Belugas,3,23 25 25 20 15,Essex Trinity,2,25 17 16 25 7,division_1,women,Litherland High School,Lenny Barry,Sarah Hanrahan
2024-2025,2024-12-15,Newmarket,1,23 25 18 20 -,Loughborough Students,3,25 16 25 25 -,division_2,men,Newmarket Leisure Centre,Stephen Watts,
2024-2025,2024-12-15,Onyx London,1,25 19 20 22 -,Northampton,3,22 25 25 25 -,division_2,women,Kensington Aldridge Academy,Gabriel Dan,Mark Trelfa
2024-2025,2024-12-15,Wigan Seahawks,0,18 24 17 - -,Manchester Marvels,3,25 26 25 - -,division_2,men,St Edmund Arrowsmith Catholic High School,Abdul Salam Safadi,Martin Mierzwa
2024-2025,2024-12-15,Manchester Marvels Mystics,3,14 18 25 30 15,Leeds Gorse 2,2,25 25 22 28 12,division_3,women,Dean Trust Ardwick,Boriss Bovkuns,John Lloyd Done
2024-2025,2024-12-15,Manchester Liberators,3,18 25 25 26 -,Leeds Gorse 2,1,25 18 20 24 -,division_3,women,Dean Trust Ardwick,Boriss Bovkuns,John Lloyd Done
2024-2025,2024-12-15,Manchester Marvels Mystics,1,21 25 24 25 -,Manchester Liberators,3,25 19 26 27 -,division_3,women,Dean Trust Ardwick,Boriss Bovkuns,John Lloyd Done
2024-2025,2025-01-04,Ashcombe Dorking,3,22 25 25 25 -,Invicta,1,25 12 17 13 -,division_3,women,St John Payne School,,Herman Prada
2024-2025,2025-01-04,Essex Ravens,3,25 25 25 - -,Invicta,0,17 20 16 - -,division_3,women,St John Payne School,Herman Prada,
2024-2025,2025-01-04,Kent Invicta,3,25 26 18 25 -,Tendring,1,20 24 25 23 -,division_3,men,Maidstone Grammar School for Girls,Gianni Sutton,Giordano Marchi
2024-2025,2025-01-04,Tendring,3,25 25 25 - -,Urbond VC Portsmouth,0,22 19 20 - -,division_3,men,Maidstone Grammar School for Girls,Giordano Marchi,Gianni Sutton
2024-2025,2025-01-04,Kent Invicta,3,19 25 25 28 -,Urbond VC Portsmouth,1,25 17 19 26 -,division_3,men,Maidstone Grammar School for Girls,Gianni Sutton,Giordano Marchi
2024-2025,2025-01-04,Chester Amazons,1,13 13 25 18 -,Manchester Liberators,3,25 25 21 25 -,division_3,women,Ellesmere Port Church of England Academy,Boriss Bovkuns,Zining Tan
2024-2025,2025-01-04,Manchester Liberators,3,25 25 25 - -,Newcastle Staffs 2,0,13 16 13 - -,division_3,women,Ellesmere Port Sports Village,Zining Tan,Boriss Bovkuns
2024-2025,2025-01-04,Chester Amazons,3,24 26 25 25 -,Newcastle Staffs 2,1,26 24 13 22 -,division_3,women,Ellesmere Port Sports Village,Boriss Bovkuns,Zining Tan
2024-2025,2025-01-04,Intervolley Manchester,1,17 25 27 19 -,Liverpool,3,25 18 29 25 -,division_3,men,Holly Lodge Girl's College,Bryan Youlden,Rhys Kai Sweeney
2024-2025,2025-01-04,Urmston Grammar,3,22 25 26 25 -,York Vikings,1,25 22 24 21 -,division_3,men,Urmston Grammar School,Ruth Bridge,Abdul Salam Safadi
2024-2025,2025-01-04,Leicester,3,25 25 25 - -,Tamworth Spartans 2,0,16 16 19 - -,division_3,men,Limehurst Academy,Alex Iftime,Chris Tsui
2024-2025,2025-01-04,Tamworth Spartans 2,3,25 25 25 - -,Wombourne 2,0,8 15 14 - -,division_3,men,Limehurst Academy,Chris Tsui,Alex Iftime
2024-2025,2025-01-04,Leicester,3,25 25 25 - -,Wombourne 2,0,15 21 12 - -,division_3,men,Limehurst Academy,Alex Iftime,Chris Tsui
2024-2025,2025-01-04,Coventry & Warwick Riga 2,0,16 23 19 - -,Wombourne,3,25 25 25 - -,division_3,women,Alan Higgs Centre,Stephen Smith,Bryan Machin
2024-2025,2025-01-04,Coventry & Warwick Riga 2,0,19 23 13 - -,Nottingham Rockets,3,25 25 25 - -,division_3,women,Alan Higgs Centre,Stephen Smith,Bryan Machin
2024-2025,2025-01-04,Exeter Storm,2,15 16 25 25 10,Hull Thunder,3,25 25 23 17 15,division_1,men,Riverside Leisure Centre,Neil Bentley,Christopher Semmens
2024-2025,2025-01-04,Wombourne,3,25 25 26 - -,Nottingham Rockets,0,22 20 24 - -,division_3,women,Alan Higgs Centre,Bryan Machin,Stephen Smith
2024-2025,2025-01-04,Sheffield 2,0,13 22 18 - -,Liverpool,3,25 25 25 - -,division_3,men,Holly Lodge Girl's College,Bryan Youlden,Rhys Kai Sweeney
2024-2025,2025-01-04,Sheffield 2,0,17 7 19 - -,Intervolley Manchester,3,25 25 25 - -,division_3,men,Holly Lodge Girl's College,Rhys Kai Sweeney,Bryan Youlden
2024-2025,2025-01-04,York Vikings,1,13 27 14 16 -,Sheffield Springers,3,25 25 25 25 -,division_3,men,Urmston Grammar School,Abdul Salam Safadi,Ruth Bridge
2024-2025,2025-01-04,Urmston Grammar,1,25 22 18 20 -,Sheffield Springers,3,20 25 25 25 -,division_3,men,Urmston Grammar School,Abdul Salam Safadi,Ruth Bridge
2024-2025,2025-01-04,Essex Ravens,3,25 26 20 25 -,Ashcombe Dorking,1,18 24 25 15 -,division_3,women,St John Payne School,Herman Prada,
2024-2025,2025-01-04,IBB Polonia London,3,23 25 25 25 -,Essex Blaze,1,25 18 13 17 -,superleague,men,Northolt High school,Brendan Fogarty,Ian Cheesbrough
2024-2025,2025-01-05,Bristol 2,3,25 25 25 - -,City of Bristol,0,20 12 21 - -,division_3,women,Woodlands Community School,Stanislaw Dunat,Luca Manelli
2024-2025,2025-01-05,Spelthorne Sharks,3,22 25 25 26 -,Worthing,1,25 23 19 24 -,division_3,women,St. James School,Clive Cooper,Alma Rampichini
2024-2025,2025-01-05,Hull Thunder,3,24 25 25 25 -,Manchester Marvels Mystics,1,26 22 22 23 -,division_3,women,Steve Prescott Sports Centre,,Martyn Quick
2024-2025,2025-01-05,Manchester Marvels Mystics,0,19 23 22 - -,Manchester Moss Side Jaguars,3,25 25 25 - -,division_3,women,Steve Prescott Sports Centre,Martyn Quick,
2024-2025,2025-01-05,Hull Thunder,1,23 26 14 19 -,Manchester Moss Side Jaguars,3,25 24 25 25 -,division_3,women,Steve Prescott Sports Centre,,Martyn Quick
2024-2025,2025-01-05,Bristol,3,20 25 24 25 15,Hull Thunder,2,25 21 26 22 13,division_1,men,Avanti Gardens School,Neil Bentley,Jacky Pang
2024-2025,2025-01-05,Sheffield,3,25 25 25 - -,Leeds Gorse 2,0,22 22 19 - -,division_2,men,Leeds Gorse VC,Michal Garncarz,David Potter
2024-2025,2025-01-05,Spelthorne Sharks,1,13 16 26 23 -,Dartford Warriors,3,25 25 24 25 -,division_3,women,St. James School,Clive Cooper,Alma Rampichini
2024-2025,2025-01-05,Worthing,3,25 20 25 25 -,Dartford Warriors,1,22 25 16 20 -,division_3,women,St. James School,Alma Rampichini,Clive Cooper
2024-2025,2025-01-05,Southampton 2,3,25 25 25 - -,Bristol 2,0,22 16 13 - -,division_3,women,Woodlands Community School,Luca Manelli,Stanislaw Dunat
2024-2025,2025-01-11,Northampton,3,22 25 19 25 15,Richmond 2,2,25 21 25 21 11,division_2,women,Moulton College,Albain Venel,Aliaksandr Siarheyeu
