Date,Time,ID,Home,HSets,HPoints,Away,ASets,APoints,Division,Category,Venue,R1,R2,
2025-03-08,12:15,M2N 49,DARKSTAR Derbyshire,0,- - - - -,Kings of Court,0,- - - - -,Division 2 North Men,men,Derby University Sports Centre,Chris Tsui,
2025-03-08,14:00,M2N 48,Harrogate,0,- - - - -,Manchester Marvels,0,- - - - -,Division 2 North Men,men,Rossett Sports Centre,,David Lamb
2025-03-09,12:00,M2N 50,Wigan Seahawks,0,- - - - -,Sheffield,0,- - - - -,Division 2 North Men,men,St Edmund Arrowsmith Catholic High School,Boriss Bovkuns,Rhys Kai Sweeney
2025-03-16,12:00,M2N 53,Kings of Court,0,- - - - -,Leeds Gorse 2,0,- - - - -,Division 2 North Men,men,Vivacity Werrington Leisure Centre,,
2025-03-16,12:00,M2N 52,Wigan Seahawks,0,- - - - -,DARKSTAR Derbyshire,0,- - - - -,Division 2 North Men,men,St Edmund Arrowsmith Catholic High School,Lenny Barry,Boriss Bovkuns
2025-03-16,12:10,M2N 37,Manchester Marvels,0,- - - - -,Newcastle Staffs 2,0,- - - - -,Division 2 North Men,men,Dean Trust Ardwick,Martin Mierzwa,Abdul Salam Safadi
2025-03-16,14:40,M2N 51,Sheffield,0,- - - - -,Harrogate,0,- - - - -,Division 2 North Men,men,All Saints Sports Centre,Erfan Jamali,Clark Antcliff
2025-03-23,13:30,M2N 21,Kings of Court,0,- - - - -,DARKSTAR Derbyshire,0,- - - - -,Division 2 North Men,men,Vivacity Werrington Leisure Centre,Igors Maksimovs,
2025-03-29,10:30,M2N 24,Sheffield,0,- - - - -,DARKSTAR Derbyshire,0,- - - - -,Division 2 North Men,men,All Saints Sports Centre,,
2025-03-29,11:30,M2N 18,Newcastle Staffs 2,0,- - - - -,Harrogate,0,- - - - -,Division 2 North Men,men,Sir Stanley Matthews Sports Centre,,
2025-03-30,12:00,M2N 56,Kings of Court,0,- - - - -,Manchester Marvels,0,- - - - -,Division 2 North Men,men,Vivacity Werrington Leisure Centre,,
2025-03-30,12:40,M2N 55,Sheffield,0,- - - - -,Wigan Seahawks,0,- - - - -,Division 2 North Men,men,Outwood Academy Portland,,
2025-04-05,11:30,M2N 47,Newcastle Staffs 2,0,- - - - -,DARKSTAR Derbyshire,0,- - - - -,Division 2 North Men,men,Sir Stanley Matthews Sports Centre,,
2025-02-22,11:30,M2C 41,MK City,0,- - - - -,Cambridge,0,- - - - -,Division 2 Central Men,men,Glebe Farm School,Peter Parsons,Mark Trelfa
2025-02-22,11:30,M2C 43,Norwich Spikers,0,- - - - -,Rhinos Volleyball Cambridge,0,- - - - -,Division 2 Central Men,men,UEA Norwich Sportspark,Richard Garnett,Eden Minnis
2025-02-23,12:30,M2C 40,Rhinos Volleyball Cambridge,0,- - - - -,Northampton,0,- - - - -,Division 2 Central Men,men,Chesterton Sports Centre,Herman Prada,Alex Iftime
2025-02-23,15:30,M2C 39,Coventry and Warwick Riga,0,- - - - -,Norwich Spikers,0,- - - - -,Division 2 Central Men,men,Alan Higgs Centre,Pete Whyard,Bryan Machin
2025-03-01,13:30,M2C 45,MK City,0,- - - - -,Newmarket,0,- - - - -,Division 2 Central Men,men,Glebe Farm School,Patrick Koroma,Peter Parsons
2025-03-01,15:30,M2C 44,Coventry and Warwick Riga,0,- - - - -,Loughborough Students,0,- - - - -,Division 2 Central Men,men,Alan Higgs Centre,Ana Pal,Elia Gironacci
2025-03-01,16:30,M2C 47,Northampton,0,- - - - -,Cambridge,0,- - - - -,Division 2 Central Men,men,Moulton College,Aliaksandr Siarheyeu,Sam Yip
2025-03-08,11:30,M2C 48,MK City,0,- - - - -,Northampton,0,- - - - -,Division 2 Central Men,men,Glebe Farm School,Sam Yip,
2025-03-08,13:30,M2C 49,Loughborough Students,0,- - - - -,Norwich Spikers,0,- - - - -,Division 2 Central Men,men,Parkin Sports Centre,Alex Iftime,Gary Cross
2025-03-09,12:30,M2C 20,Rhinos Volleyball Cambridge,0,- - - - -,Cambridge,0,- - - - -,Division 2 Central Men,men,Chesterton Sports Centre,Alex Iftime,Aliaksandr Siarheyeu
2025-03-09,15:30,M2C 46,Coventry and Warwick Riga,0,- - - - -,Newmarket,0,- - - - -,Division 2 Central Men,men,Alan Higgs Centre,Bryan Machin,Joseph Gore
2025-03-16,12:30,M2C 52,Rhinos Volleyball Cambridge,0,- - - - -,MK City,0,- - - - -,Division 2 Central Men,men,Chesterton Sports Centre,Glynn Archibald,
2025-03-16,14:00,M2C 54,Loughborough Students,0,- - - - -,Newmarket,0,- - - - -,Division 2 Central Men,men,Parkin Sports Centre,Chris Tsui,Ana Pal
