Date,Time,ID,Home,HSets,HPoints,Away,ASets,APoints,Division,Category,Venue,R1,R2
2019-10-27,00:00,,Dartford Crossers,3,25 25 25 27 0,London Baks,1,21 20 27 25 0,division_3,men,Dartford Technology College,,
2019-10-27,00:00,,Herts,0,20 21 23 - -,Leeds Gorse,3,25 25 25 - -,division_1,women,Queens School,,
2019-10-27,00:00,,Intervolley Manchester,1,14 25 16 10 0,London Aces,3,25 22 25 25 0,division_1,men,Irlam & Cadishead Leisure Centre,,
2019-10-27,00:00,,Manchester Marvels Marauders,1,17 20 25 20 0,Loughborough Students,3,25 25 18 25 0,division_3,men,Dean Trust Ardwick,,
2019-10-27,00:00,,Northumbria University,3,25 25 25 - -,Cambridge ARU,0,15 20 12 - -,cup,women,Sports Central,,
2019-10-27,00:00,,Southampton,2,14 25 25 25 11,London Giants,3,25 27 21 15 15,division_3,men,Itchen College Sports Centre,,
2019-10-27,00:00,,Southampton,3,12 25 25 25 0,Wiltshire Mavericks,1,25 20 22 19 0,division_3,men,Itchen College Sports Centre,,
2019-10-27,00:00,,Tamworth Spartans,3,25 25 23 25 0,Sheffield 2,1,18 18 25 22 0,division_2,men,Wilnecote Leisure Centre,,
2019-10-27,00:00,,Team SideOut Polonia (London),0,17 23 23 - -,Malory Eagles UEL,3,25 25 25 - -,superleague,women,Kensington Aldridge Academy,,
2019-10-27,00:00,,Wiltshire Mavericks,2,26 21 25 24 8,London Giants,3,24 25 22 26 15,division_3,men,Itchen College Sports Centre,,
2019-11-02,00:00,,Black Country,0,15 17 18 - -,Coventry & Warwick Riga,3,25 25 25 - -,division_2,women,Redhill School Sports Hall,,
2019-11-02,00:00,,Cambridge ARU,3,25 23 25 25 0,Essex Estonians,1,17 25 10 21 0,division_1,men,North Cambridge Academy,,
2019-11-02,00:00,,City of Bristol,3,25 25 21 25 0,The Miners Doncaster,1,20 17 25 22 0,division_1,men,Oasis Academy Brislington,,
2019-11-02,00:00,,Essex Blaze,1,21 21 25 19 0,Newcastle Staffs,3,25 25 22 25 0,superleague,men,St John Payne School,,
2019-11-02,00:00,,Leeds Gorse,3,19 25 25 16 15,Richmond 2,2,25 21 22 25 12,division_1,women,The Ruth Gorse Academy,,
2019-11-02,00:00,,Leeds Gorse,3,25 25 25 - -,London Aces,0,0 0 0 - -,division_1,men,The Ruth Gorse Academy,,
2019-11-02,00:00,,London Inter Orcas,1,25 15 14 11 0,Essex Rebels,3,21 25 25 25 0,superleague,women,Caius House Youth Centre,,
2019-11-02,00:00,,MK City,3,25 25 25 - -,University of Bristol,0,5 13 21 - -,division_2,men,Cranfield Fitness Centre,,
2019-11-02,00:00,,Malory Eagles UEL,0,18 22 22 - -,Durham Palatinates,3,25 25 25 - -,superleague,women,Ernest Bevin College,,
2019-11-02,00:00,,Malory Eagles UEL,3,25 25 21 21 15,Durham Palatinates,2,18 23 25 25 10,superleague,men,Ernest Bevin College,,
2019-11-02,00:00,,Richmond Bucks,3,26 25 24 25 0,Urbond VC Portsmouth,1,24 20 26 17 0,division_2,men,Christ's School,,
2019-11-02,00:00,,Richmond Docklands,1,14 17 25 20 0,IBB Polonia London,3,25 25 21 25 0,superleague,men,Kingston Arena,,
2019-11-02,00:00,,Sheffield 2,3,25 23 25 25 0,York Vikings,1,18 25 17 18 0,division_2,men,Sheffield - U18 Boys,,
2019-11-02,00:00,,Sussex Dolphins,1,20 25 16 15 0,Portsmouth,3,25 23 25 25 0,division_3,women,The Triangle,,
2019-11-02,00:00,,Team Sunderland,0,21 25 22 - -,Essex Rebels,3,25 27 25 - -,superleague,men,Sunderland College,,
2019-11-02,00:00,,University of Nottingham,3,25 25 25 - -,Hull Thunder,0,12 10 17 - -,division_2,men,David Ross Sports Village,,
2019-11-02,00:00,,Urmston Grammar Volleyball,3,25 25 25 - -,Manchester Marvels Mayhem,0,23 19 8 - -,division_3,women,Urmston Grammar School,,
2019-11-02,00:00,,Weymouth Volleyball Club,3,25 25 25 - -,Newmarket,0,18 21 12 - -,division_2,men,Redlands Community Sports Hub,,
2019-11-03,00:00,,Ashcombe Dorking,0,17 17 19 - -,Essex Trinity,3,25 25 25 - -,division_2,women,The Ashcombe Volleyball Centre,,
2019-11-03,00:00,,Bristol 2,3,25 14 25 25 0,Cardiff Falcons,1,19 25 19 22 0,division_2,women,Steiner Academy Sportshall,,
2019-11-03,00:00,,Bristol,1,19 25 12 21 0,Team SideOut Polonia (London),3,25 23 25 25 0,superleague,women,Steiner Academy Sportshall,,
2019-11-03,00:00,,Chester Amazons,0,22 20 7 - -,Leicester Athena Phoenix,3,25 25 25 - -,division_2,women,Ellesmere Port Church of England Academy,,
2019-11-03,00:00,,City of Bristol,3,25 25 20 17 15,Plymouth Mayflower VC,2,23 21 25 25 11,division_3,women,Oasis Academy Brislington,,
2019-11-03,00:00,,Coventry and Warwick Riga,3,25 25 25 - -,Stowmarket,0,20 20 18 - -,division_3,men,Alan Higgs Centre,,
2019-11-03,00:00,,Coventry and Warwick Riga,3,25 32 25 - -,Norwich Spikers,0,15 30 6 - -,division_3,men,Alan Higgs Centre,,
2019-11-03,00:00,,Dartford Chargers,1,10 22 25 20 0,DARKSTAR Derbyshire,3,25 25 13 25 0,division_1,women,Dartford Technology College,,
2019-11-03,00:00,,Intervolley Manchester,0,19 24 16 - -,Leeds Gorse,3,25 26 25 - -,division_1,men,Irlam & Cadishead Leisure Centre,,
2019-11-03,00:00,,London Giants,3,25 25 25 - -,Urbond VC Portsmouth,0,14 9 11 - -,division_3,women,Kingston Arena,,
2019-11-03,00:00,,Loughborough Students,0,22 22 22 - -,Newcastle Staffs 2,3,25 25 25 - -,division_3,men,Dudley Evolve,,
2019-11-03,00:00,,Loughborough Students,3,13 24 25 25 15,UK Armed Forces,2,25 26 19 18 6,division_3,women,Harvey Hadden Sports Complex,,
2019-11-03,00:00,,Malory Eagles UEL,3,25 21 25 25 0,Team Sunderland,1,15 25 22 18 0,superleague,men,Ernest Bevin College,,
2019-11-03,00:00,,Nottingham Rockets,3,25 25 25 - -,Loughborough Students,0,19 16 22 - -,division_3,women,Harvey Hadden Sports Complex,,
2019-11-03,00:00,,Nottingham Rockets,3,25 25 25 - -,UK Armed Forces,0,11 19 17 - -,division_3,women,Harvey Hadden Sports Complex,,
2019-11-03,00:00,,Plymouth,0,21 23 20 - -,Southampton,3,25 25 25 - -,division_3,women,Coombe Dean School,,
2019-11-03,00:00,,Plymouth,3,25 16 25 25 0,Southampton 2,1,8 25 23 21 0,division_3,women,Coombe Dean School,,
2019-11-03,00:00,,Reading Aces,0,24 24 23 - -,Wessex,3,26 26 25 - -,division_2,women,Kendrick School,,
2019-11-03,00:00,,Richmond 3,0,24 24 22 - -,London Giants,3,26 26 25 - -,division_3,women,Kingston Arena,,
2019-11-03,00:00,,Richmond 3,3,25 25 25 - -,Urbond VC Portsmouth,0,11 14 20 - -,division_3,women,Kingston Arena,,
2019-11-03,00:00,,Richmond Docklands,3,25 25 25 - -,Newcastle Staffs,0,11 18 17 - -,superleague,men,Kingston Arena,,
2019-11-03,00:00,,Sheffield,1,25 25 22 22 0,Essex Rebels,3,27 18 25 25 0,superleague,men,Sheffield - U18 Boys,,
2019-11-03,00:00,,Southampton 2,0,12 14 15 - -,Southampton,3,25 25 25 - -,division_3,women,Coombe Dean School,,
2019-11-03,00:00,,Southampton,3,18 18 25 25 15,London Baks,2,25 25 18 18 13,division_3,men,Itchen College Sports Centre,,
2019-11-03,00:00,,Stowmarket,3,25 25 17 16 16,Norwich Spikers,2,17 20 25 25 14,division_3,men,Alan Higgs Centre,,
2019-11-03,00:00,,Sussex Dolphins 1,3,16 25 17 25 15,Essex Trinity,2,25 17 25 14 13,division_2,women,The Ashcombe Volleyball Centre,,
2019-11-03,00:00,,Wombourne 1,3,25 21 25 26 0,Newcastle Staffs 2,1,21 25 19 24 0,division_3,men,Dudley Evolve,,
2019-11-03,00:00,,Wombourne 1,3,25 25 20 25 0,Loughborough Students,1,20 22 25 21 0,division_3,men,Dudley Evolve,,
2019-11-09,00:00,,Coventry and Warwick Riga,3,29 26 26 - -,Manchester Marvels,0,27 24 24 - -,shield,men,Alan Higgs Centre,,
2019-11-09,00:00,,DARKSTAR Derbyshire,3,23 25 25 25 0,Stockport,1,25 22 14 23 0,shield,men,University of Derby,,
2019-11-09,00:00,,Durham Palatinates,3,25 25 25 - -,Team Sunderland,0,22 21 22 - -,cup,men,TBC,,
2019-11-09,00:00,,IBB Polonia London,3,25 25 20 25 0,Essex Rebels,1,21 18 25 14 0,cup,men,Brentford Fountain Leisure Centre,,
2019-11-09,00:00,,Malory Eagles UEL,3,25 25 25 - -,Cambridge,0,14 10 14 - -,cup,men,Ernest Bevin College,,
2019-11-09,00:00,,Northumbria University,3,25 25 25 - -,Newcastle Staffs,0,12 15 18 - -,cup,men,Sports Central,,
2019-11-09,00:00,,Richmond Docklands,3,25 25 25 - -,Black Country,0,21 8 18 - -,cup,men,Kingston Arena,,
2019-11-10,00:00,,Coventry & Warwick Riga,0,20 13 17 - -,Team SideOut Polonia (London),3,25 25 25 - -,cup,women,Alan Higgs Centre,,
2019-11-10,00:00,,Durham Palatinates,3,25 25 25 25 0,University of Nottingham Volleyball,1,14 22 27 22 0,cup,women,TBC,,
2019-11-10,00:00,,Herts,2,23 25 22 25 9,London Inter Crocs,3,25 19 25 15 15,division_1,women,Queens School,,
2019-11-10,00:00,,Lincoln Cannons,2,25 25 20 18 11,Newcastle Staffs,3,16 18 25 25 15,shield,women,Riseholme College (Showground Campus),,
2019-11-10,00:00,,Liverpool,3,25 25 25 - -,Newcastle Staffs 2,0,15 21 22 - -,shield,men,Holly Lodge Girl's College,,
2019-11-10,00:00,,Manchester Marvels Marauders,1,25 12 19 23 0,Lincoln Cannons,3,23 25 25 25 0,division_3,men,Dean Trust Ardwick,,
2019-11-10,00:00,,Manchester Marvels Marauders,2,23 23 26 25 11,Nottingham Rockets,3,25 25 24 20 15,division_3,men,Dean Trust Ardwick,,
2019-11-10,00:00,,Nottingham Rockets,0,11 16 16 - -,Lincoln Cannons,3,25 25 25 - -,division_3,men,Dean Trust Ardwick,,
2019-11-10,00:00,,Onyx London,2,25 18 20 25 9,London Inter Orcas,3,19 25 25 18 15,cup,women,Harrow Club,,
2019-11-10,00:00,,Richmond 2,0,10 12 20 - -,Malory Eagles UEL,3,25 25 25 - -,cup,women,Kingston Arena,,
2019-11-10,00:00,,Tamworth Spartans,1,21 18 25 9 0,Leicester Athena Phoenix,3,25 25 14 25 0,shield,women,TBC,,
2019-11-10,00:00,,Team Sunderland,0,12 12 19 - -,Essex Rebels,3,25 25 25 - -,cup,women,Sunderland College,,
2019-11-10,00:00,,The Miners Doncaster,0,9 9 8 - -,York Falcons,3,25 25 25 - -,shield,women,XP School,,
2019-11-10,00:00,,Wessex,3,25 25 15 22 15,Sussex Dolphins 1,2,19 21 25 25 6,shield,women,The Ashcombe Volleyball Centre,,
2019-11-16,00:00,,Coventry & Warwick Riga,3,25 25 25 - -,Chester Amazons,0,15 18 19 - -,division_2,women,Alan Higgs Centre,,
2019-11-16,00:00,,Durham Palatinates,3,25 25 21 25 0,Bristol,1,18 13 25 21 0,superleague,women,Sport and wellbeing centre,,
2019-11-16,00:00,,Essex Rebels,3,18 25 25 29 15,Newcastle Staffs,2,25 21 21 31 9,superleague,men,University of Essex Sports Centre,,
2019-11-16,00:00,,Essex Rebels,3,23 25 25 25 0,University of Nottingham Volleyball,1,25 19 23 22 0,superleague,women,University of Essex Sports Centre,,
2019-11-16,00:00,,IBB Polonia London,3,25 25 22 25 0,Team Sunderland,1,23 19 25 14 0,superleague,men,Osterley Sports & Athletics Centre,,
2019-11-16,00:00,,Lionhearts Vinarius,3,25 25 25 - -,Ashcombe Dorking,0,17 15 17 - -,division_2,women,Mulberry Shoreditch Academy,,
2019-11-16,00:00,,London Baks,0,0 0 0 - -,UK Armed Forces,3,25 25 25 - -,division_3,men,RAF Halton,,
2019-11-16,00:00,,London Baks,3,26 25 25 - -,Wiltshire Mavericks,0,24 7 21 - -,division_3,men,RAF Halton,,
2019-11-16,00:00,,Newmarket,3,24 25 25 16 15,Bristol,2,26 19 22 25 12,division_2,men,Newmarket Leisure Centre,,
2019-11-16,00:00,,Sheffield,3,28 25 25 - -,Malory Eagles UEL,0,26 21 21 - -,superleague,men,Sheffield - U18 Boys,,
2019-11-16,00:00,,Stockport,3,25 25 23 25 15,London Aces,2,20 27 25 15 13,division_1,men,Life Leisure Brinnington Park,,
2019-11-16,00:00,,Team Sunderland,0,21 22 15 - -,Richmond 2,3,25 25 25 - -,division_1,women,Sunderland University (Cityspace),,
2019-11-16,00:00,,UK Armed Forces,3,25 25 23 25 0,Wiltshire Mavericks,1,13 22 25 21 0,division_3,men,RAF Halton,,
2019-11-16,00:00,,Urbond VC Portsmouth,0,19 26 17 - -,MK City,3,25 28 25 - -,division_2,men,Mountbatten Leisure Centre,,
2019-11-16,00:00,,York Falcons,3,25 25 25 - -,Newcastle Staffs,0,8 17 15 - -,division_2,women,Joseph Rowntree School,,
2019-11-16,00:00,,York Vikings,0,10 23 23 - -,University of Nottingham,3,25 25 25 - -,division_2,men,Joseph Rowntree School,,
2019-11-17,00:00,,Bristol 2,2,20 17 25 25 15,Sussex Dolphins 1,3,25 25 17 22 17,division_2,women,St John Payne School,,
2019-11-17,00:00,,Cardiff Falcons,3,25 18 26 25 0,Wessex,1,21 25 24 19 0,division_2,women,Cathedral School,,
2019-11-17,00:00,,Coventry & Warwick Riga,3,22 25 25 25 0,Leicester Athena Phoenix,1,25 18 7 13 0,division_2,women,Alan Higgs Centre,,
2019-11-17,00:00,,Dartford Chargers,3,25 25 21 25 0,Herts,1,20 19 25 13 0,division_1,women,Dartford Technology College,,
2019-11-17,00:00,,Dartford Crossers,0,15 18 15 - -,Southampton,3,25 25 25 - -,division_3,men,Riverside Leisure Centre,,
2019-11-17,00:00,,Essex Blaze,1,16 19 25 11 0,IBB Polonia London,3,25 25 17 25 0,superleague,men,St John Payne School,,
2019-11-17,00:00,,Essex Estonians,3,25 25 25 - -,Intervolley Manchester,0,0 0 0 - -,division_1,men,St John Payne School,,
2019-11-17,00:00,,Essex Rebels,0,24 22 19 - -,Durham Palatinates,3,26 25 25 - -,superleague,men,University of Essex Sports Centre,,
2019-11-17,00:00,,Essex Trinity,1,26 16 24 23 0,Bristol 2,3,24 25 26 25 0,division_2,women,St John Payne School,,
2019-11-17,00:00,,Essex Trinity,3,25 25 25 - -,Sussex Dolphins 1,0,18 18 20 - -,division_2,women,St John Payne School,,
2019-11-17,00:00,,Lincoln Cannons,3,25 28 25 - -,UK Armed Forces,0,22 26 20 - -,division_3,women,Cranfield Fitness Centre,,
2019-11-17,00:00,,Liverpool,3,25 21 25 25 0,Lincoln Cannons,1,18 25 10 19 0,division_3,men,Holly Lodge Girl's College,,
2019-11-17,00:00,,London Giants,0,24 17 9 - -,UK Armed Forces,3,26 25 25 - -,division_3,men,Caius House Youth Centre,,
2019-11-17,00:00,,London Giants,3,25 15 27 25 0,South Hants,1,19 25 25 17 0,division_3,men,Caius House Youth Centre,,
2019-11-17,00:00,,MK City,1,20 25 18 23 0,Lincoln Cannons,3,25 20 25 25 0,division_3,women,Cranfield Fitness Centre,,
2019-11-17,00:00,,MK City,3,25 23 25 25 0,UK Armed Forces,1,21 25 16 18 0,division_3,women,Cranfield Fitness Centre,,
2019-11-17,00:00,,Manchester Marvels Mystics,3,18 25 25 25 0,Black Country,1,25 16 11 23 0,division_2,women,Dean Trust Ardwick,,
2019-11-17,00:00,,Manchester Marvels,3,25 25 25 - -,Hull Thunder,0,17 23 23 - -,division_2,men,Dean Trust Ardwick,,
2019-11-17,00:00,,Newcastle Staffs 2,3,25 25 25 - -,Nottingham Rockets,0,11 22 11 - -,division_3,men,Madeley High School,,
2019-11-17,00:00,,Norwich Spikers,0,0 0 0 - -,Stowmarket,3,25 25 25 - -,division_3,men,Tendring Technology College,,
2019-11-17,00:00,,Norwich Spikers,0,16 24 18 - -,Reading Aces,3,25 26 25 - -,division_2,women,UEA Norwich Sportspark,,
2019-11-17,00:00,,South Hants,1,16 26 10 23 0,UK Armed Forces,3,25 24 25 25 0,division_3,men,Caius House Youth Centre,,
2019-11-17,00:00,,The Miners Doncaster,1,22 25 19 21 0,London Aces,3,25 22 25 25 0,division_1,men,XP School,,
2019-11-17,00:00,,University of Bristol,0,20 24 20 - -,Guildford International,3,25 26 25 - -,division_2,men,University of Bristol,,
2019-11-23,00:00,,City of Bristol,1,16 23 25 21 0,London Aces,3,25 25 13 25 0,division_1,men,Oasis Academy Brislington,,
2019-11-23,00:00,,Malory Eagles UEL,3,21 25 25 25 0,Cambridge ARU,1,25 14 15 21 0,superleague,women,Ernest Bevin College,,
2019-11-23,00:00,,Malory Eagles UEL,3,25 25 25 - -,Essex Blaze,0,18 20 21 - -,superleague,men,Ernest Bevin College,,
2019-11-23,00:00,,Newcastle Staffs,0,15 19 16 - -,IBB Polonia London,3,25 25 25 - -,superleague,men,Keele University Sports Centre,,
2019-11-23,00:00,,Newcastle Staffs,2,25 19 25 13 10,Leicester Athena Phoenix,3,18 25 15 25 15,division_2,women,Keele University Sports Centre,,
2019-11-23,00:00,,Onyx London,3,25 25 25 - -,Dartford Crossers,0,7 12 10 - -,shield,men,Kensington Aldridge Academy,,
2019-11-23,00:00,,Sheffield 2,0,23 20 18 - -,DARKSTAR Derbyshire,3,25 25 25 - -,division_2,men,Sheffield - U18 Boys,,
2019-11-23,00:00,,Stockport,3,14 25 25 25 0,Intervolley Manchester,1,25 16 21 19 0,division_1,men,Life Leisure Brinnington Park,,
2019-11-23,00:00,,University of Nottingham Volleyball,2,16 24 25 26 13,Team SideOut Polonia (London),3,25 26 23 24 15,superleague,women,TBC,,
2019-11-23,00:00,,University of Nottingham,3,26 25 25 - -,Tamworth Spartans,0,24 20 15 - -,division_2,men,TBC,,
2019-11-23,00:00,,Urbond VC Portsmouth,3,25 28 25 - -,University of Bristol,0,11 26 14 - -,division_2,men,Mountbatten Leisure Centre,,
2019-11-23,00:00,,Weymouth Volleyball Club,3,25 29 25 - -,Guildford International,0,18 27 19 - -,division_2,men,Redlands Community Sports Hub,,
2019-11-23,00:00,,York Vikings,1,19 25 16 10 0,Hull Thunder,3,25 22 25 25 0,division_2,men,Joseph Rowntree School,,
2019-11-24,00:00,,Bristol 2,0,24 22 20 - -,Lionhearts Vinarius,3,26 25 25 - -,division_2,women,Steiner Academy Sportshall,,
2019-11-24,00:00,,Cardiff Falcons,3,25 25 25 - -,Essex Trinity,0,10 20 20 - -,division_2,women,Cathedral School,,
2019-11-24,00:00,,Essex Blaze,1,25 23 17 24 0,Sheffield,3,23 25 25 26 0,superleague,men,St John Payne School,,
2019-11-24,00:00,,Essex Rebels,1,18 25 23 23 0,Durham Palatinates,3,25 21 25 25 0,superleague,women,University of Essex Sports Centre,,
2019-11-24,00:00,,Hull Thunder,0,19 16 15 - -,Sheffield,3,25 25 25 - -,division_3,women,Dean Trust Ardwick,,
2019-11-24,00:00,,Leeds Gorse,3,25 25 25 - -,Essex Estonians,0,17 20 17 - -,division_1,men,The Ruth Gorse Academy,,
2019-11-24,00:00,,Lincoln Cannons,2,25 20 15 25 5,Coventry & Warwick Riga 2,3,23 25 25 18 15,division_3,women,Riseholme College (Showground Campus),,
2019-11-24,00:00,,Lincoln Cannons,2,25 25 19 14 11,Tamworth Spartans,3,14 21 25 25 15,division_3,women,Riseholme College (Showground Campus),,
2019-11-24,00:00,,Loughborough Students,0,17 22 16 - -,Nottingham Rockets,3,25 25 25 - -,division_3,women,Loughborough University Netball Centre,,
2019-11-24,00:00,,Loughborough Students,0,20 10 16 - -,UK Armed Forces,3,25 25 25 - -,division_3,women,Loughborough University Netball Centre,,
2019-11-24,00:00,,Manchester Marvels Mayhem,1,25 15 23 20 0,Sheffield,3,17 25 25 25 0,division_3,women,Dean Trust Ardwick,,
2019-11-24,00:00,,Manchester Marvels Mayhem,3,25 25 22 25 0,Hull Thunder,1,9 22 25 18 0,division_3,women,Dean Trust Ardwick,,
2019-11-24,00:00,,Northampton,1,18 25 12 24 0,MK City,3,25 22 25 26 0,division_3,women,Moulton College,,
2019-11-24,00:00,,Norwich Spikers,1,18 25 20 19 0,Cambridge,3,25 23 25 25 0,division_3,men,National Volleyball Centre,,
2019-11-24,00:00,,Plymouth,0,19 28 9 - -,Plymouth Mayflower VC,3,25 30 25 - -,division_3,women,Coombe Dean School,,
2019-11-24,00:00,,Plymouth,1,29 19 14 15 0,Southampton,3,27 25 25 25 0,division_3,women,Coombe Dean School,,
2019-11-24,00:00,,Reading Aces,3,23 20 25 25 15,Sussex Dolphins 1,2,25 25 12 17 7,division_2,women,Loddon Valley Leisure Centre,,
2019-11-24,00:00,,Southampton,3,25 25 25 - -,Plymouth Mayflower VC,0,22 18 13 - -,division_3,women,Coombe Dean School,,
2019-11-24,00:00,,Sussex Dolphins,0,11 10 16 - -,London Giants,3,25 25 25 - -,division_3,women,Cams Hill School,,
2019-11-24,00:00,,Tamworth Spartans,3,36 13 26 25 15,Coventry & Warwick Riga 2,2,38 25 24 21 8,division_3,women,Riseholme College (Showground Campus),,
2019-11-24,00:00,,Team Sunderland,2,25 15 25 25 7,Durham Palatinates,3,16 25 23 27 15,superleague,men,Sunderland University (Cityspace),,
2019-11-24,00:00,,UK Armed Forces,3,25 25 25 - -,Nottingham Rockets,0,20 19 22 - -,division_3,women,Loughborough University Netball Centre,,
2019-11-24,00:00,,Urbond VC Portsmouth,1,21 25 22 22 0,Portsmouth,3,25 12 25 25 0,division_3,women,Strood Sports Centre,,
2019-11-26,00:00,,South Hants,0,0 0 0 - -,Urbond VC Portsmouth,3,25 25 25 - -,shield,men,,,
2019-11-30,00:00,,Coventry and Warwick Riga,1,25 11 13 22 0,University of Nottingham,3,23 25 25 25 0,shield,men,Alan Higgs Centre,,
2019-11-30,00:00,,DARKSTAR Derbyshire,3,25 25 25 - -,Wombourne 1,0,20 16 17 - -,shield,men,University of Derby,,
2019-11-30,00:00,,London Inter Orcas,3,25 25 25 - -,Cambridge ARU,0,18 20 12 - -,superleague,women,Caius House Youth Centre,,
2019-11-30,00:00,,Plymouth Mayflower VC,3,25 25 23 21 15,Portsmouth,2,18 15 25 25 12,shield,women,Plymstock School Sports Centre,,
2019-11-30,00:00,,Tamworth Spartans,3,22 25 25 25 0,Newmarket,1,25 20 23 20 0,shield,men,TBC,,
2019-11-30,00:00,,Team Sunderland,1,25 25 22 17 0,London Inter Crocs,3,21 27 25 25 0,division_1,women,Sunderland University (Cityspace),,
2019-12-01,00:00,,Ashfield Vipers,0,11 14 10 - -,Newcastle Staffs,3,25 25 25 - -,shield,women,Southglade Leisure Centre,,
2019-12-01,00:00,,Herts,3,13 26 26 23 15,Team South Wales,2,25 24 24 25 7,division_1,women,Queens School,,
2019-12-01,00:00,,Lincoln Cannons,3,25 25 23 25 0,UK Armed Forces,1,18 22 25 11 0,division_3,women,Riseholme College (Showground Campus),,
2019-12-01,00:00,,Lincoln Cannons,3,25 25 25 - -,Northampton,0,18 9 21 - -,division_3,women,Riseholme College (Showground Campus),,
2019-12-01,00:00,,London Giants,3,21 25 25 25 0,South Hants,1,25 15 20 21 0,division_3,men,Caius House Youth Centre,,
2019-12-01,00:00,,UK Armed Forces,3,25 25 25 - -,Northampton,0,23 21 22 - -,division_3,women,Riseholme College (Showground Campus),,
2019-12-01,00:00,,University of Nottingham,1,25 22 15 22 0,DARKSTAR Derbyshire,3,17 25 25 25 0,division_2,men,University of Nottingham Sutton Bonington Campus,,
2019-12-01,00:00,,Wessex,3,25 25 25 - -,Plymouth Mayflower VC,0,0 0 0 - -,shield,women,LeAF Academy,,
2019-12-07,00:00,,Coventry & Warwick Riga,3,25 25 25 - -,Newcastle Staffs,0,11 17 12 - -,division_2,women,Centre AT7,,
2019-12-07,00:00,,Durham Palatinates,3,25 23 25 25 0,Newcastle Staffs,1,22 25 22 20 0,superleague,men,Sport and wellbeing centre,,
2019-12-07,00:00,,Durham Palatinates,3,25 25 25 - -,University of Nottingham Volleyball,0,5 19 22 - -,superleague,women,Sport and wellbeing centre,,
2019-12-07,00:00,,Guildford International,3,23 19 26 25 15,Bristol,2,25 25 24 17 11,division_2,men,The Ashcombe Volleyball Centre,,
2019-12-07,00:00,,IBB Polonia London,3,25 25 25 - -,Essex Rebels,0,22 20 21 - -,superleague,men,Brentford Fountain Leisure Centre,,
2019-12-07,00:00,,Leeds Gorse,3,25 25 25 - -,City of Bristol,0,16 21 20 - -,division_1,men,The Ruth Gorse Academy,,
2019-12-07,00:00,,Leeds Gorse,3,25 25 25 - -,Herts,0,16 15 23 - -,division_1,women,The Ruth Gorse Academy,,
2019-12-07,00:00,,Leicester Athena Phoenix,1,17 22 25 23 0,York Falcons,3,25 25 20 25 0,division_2,women,The Queen Elizabeth II Diamond Jubilee Leisure Centre,,
2019-12-07,00:00,,Lionhearts Vinarius,3,25 25 25 - -,Cardiff Falcons,0,8 17 21 - -,division_2,women,Mulberry Shoreditch Academy,,
2019-12-07,00:00,,Newmarket,2,23 25 25 17 16,MK City,3,25 23 21 25 18,division_2,men,Newmarket Leisure Centre,,
2019-12-07,00:00,,Richmond Docklands,3,25 25 22 22 15,Sheffield,2,15 13 25 25 11,superleague,men,Kingston Arena,,
2019-12-07,00:00,,Team SideOut Polonia (London),3,25 25 23 25 0,London Inter Orcas,1,22 12 25 23 0,superleague,women,St Benedicts School,,
2019-12-07,00:00,,Team South Wales,2,16 25 10 28 12,DARKSTAR Derbyshire,3,25 21 25 26 15,division_1,women,Cardiff Metropolitan University Cyncoed Campus Sports Hall,,
2019-12-07,00:00,,Team Sunderland,3,25 25 25 - -,Essex Blaze,0,23 21 19 - -,superleague,men,Sunderland College,,
2019-12-07,00:00,,Wessex,3,25 25 25 - -,Ashcombe Dorking,0,21 12 15 - -,division_2,women,LeAF Academy,,
2019-12-07,00:00,,Weymouth Volleyball Club,3,25 25 25 - -,University of Bristol,0,13 18 12 - -,division_2,men,Redlands Community Sports Hub,,
2019-12-08,00:00,,Dartford Chargers,0,22 17 22 - -,London Inter Crocs,3,25 25 25 - -,division_1,women,Dartford Technology College,,
2019-12-08,00:00,,Intervolley Manchester,1,25 16 10 14 0,City of Bristol,3,19 25 25 25 0,division_1,men,The Y Club,,
2019-12-08,00:00,,Lincoln Cannons,1,25 19 19 22 0,Wombourne 1,3,19 25 25 25 0,division_3,men,Riseholme College (Showground Campus),,
2019-12-08,00:00,,Lincoln Cannons,3,25 25 25 - -,Manchester Marvels Marauders,0,10 15 23 - -,division_3,men,Riseholme College (Showground Campus),,
2019-12-08,00:00,,London Giants,3,19 25 25 25 0,Southampton,1,25 21 20 20 0,division_3,men,Caius House Youth Centre,,
2019-12-08,00:00,,Loughborough Students,2,25 25 22 22 7,Liverpool,3,18 19 25 25 15,division_3,men,Vision West Nottinghamshire College,,
2019-12-08,00:00,,Norwich Spikers,3,25 23 25 25 0,Coventry and Warwick Riga,1,18 25 21 13 0,division_3,men,Tendring Technology College,,
2019-12-08,00:00,,Nottingham Rockets,0,14 16 15 - -,Liverpool,3,25 25 25 - -,division_3,men,Vision West Nottinghamshire College,,
2019-12-08,00:00,,Nottingham Rockets,1,24 25 28 19 0,Loughborough Students,3,26 21 30 25 0,division_3,men,Vision West Nottinghamshire College,,
2019-12-08,00:00,,Sheffield,3,25 25 25 25 0,Team Sunderland,1,17 27 20 19 0,superleague,men,Sheffield - U18 Boys,,
2019-12-08,00:00,,Tamworth Spartans,3,25 25 25 - -,York Vikings,0,14 20 15 - -,division_2,men,Rawlett Community Sports College,,
