Date,Time,ID,Home,HSets,HPoints,Away,ASets,APoints,Division,Category,Venue,R1,R2
2024-03-24,00:00,,Plymouth,2,16 25 25 23 12,City of Bristol,3,25 15 20 25 15,division_3,women,Coombe Dean School,Christopher Semmens,Daniel Sarnik
2024-03-24,00:00,,Portsmouth,3,19 25 14 25 15,City of Bristol,2,25 17 25 23 9,division_3,women,Coombe Dean School,Daniel Sarnik,Christopher Semmens
2024-03-24,00:00,,Reading Aces,3,25 25 25 - -,Spelthorne Sharks,0,22 11 20 - -,division_3,women,Kendrick School,Tomasz Gierlach,Ivan Raynovski
2024-03-24,00:00,,Reading Aces,3,25 25 25 - -,Sussex Dolphins,0,8 18 10 - -,division_3,women,Kendrick School,Tomasz Gierlach,Ivan Raynovski
2024-03-24,00:00,,Richmond 2,3,23 27 16 25 16,Team South Wales,2,25 25 25 19 14,division_2,women,Kingston College Arena,Anna Justkowska,Menaf Al Nasir
2024-03-24,00:00,,Richmond 3,0,7 6 9 - -,Onyx London,3,25 25 25 - -,division_3,women,North Cambridge Academy,Aliaksandr Siarheyeu,Glynn Archibald
2024-03-24,00:00,,Sheffield,1,28 23 20 23 -,Hull Thunder,3,26 25 25 25 -,division_2,men,All Saints Sports Centre,Debra Smart,Stivan Kolev
2024-03-24,00:00,,Sheffield,3,30 25 24 25 -,Manchester Marvels Mystics,1,28 22 26 12 -,division_2,women,All Saints Sports Centre,Stivan Kolev,Debra Smart
2024-03-24,00:00,,Southampton,1,18 25 19 21 -,Wessex,3,25 19 25 25 -,division_1,women,Woodlands Community School,Ludwik Kowalewski,Alin-vasile Dinica
2024-03-24,00:00,,Southampton,3,25 25 25 - -,Reading Aces,0,12 18 14 - -,division_3,men,Itchen College Sports Centre,Alexandru Calin,
2024-03-24,00:00,,Sussex Dolphins,1,25 8 23 9 -,Spelthorne Sharks,3,20 25 25 25 -,division_3,women,Kendrick School,Ivan Raynovski,Tomasz Gierlach
2024-03-24,00:00,,Team Sunderland,3,25 25 21 18 15,Richmond Docklands,2,16 22 25 25 13,superleague,men,Sunderland University (Cityspace),David Topacho,
2024-03-24,00:00,,Team Sunderland,3,25 25 25 - -,Urmston Grammar Volleyball,0,12 19 14 - -,division_2,women,Sunderland University (Cityspace),,David Topacho
2024-03-24,00:00,,Tendring 1,3,25 25 21 25 -,Essex Ravens,1,13 21 25 14 -,division_3,women,Tendring Technology College,,
2024-03-24,00:00,,Tendring 1,3,25 25 25 - -,Dartford Warriors,0,17 21 10 - -,division_3,women,Tendring Technology College,,
2024-03-24,00:00,,Urmston Grammar 2,1,11 22 29 19 -,Wigan Seahawks,3,25 25 27 25 -,division_3,men,Urmston Grammar School,Abdul Salam Safadi,
2024-03-24,00:00,,Urmston Grammar 2,3,25 26 25 - -,Chester,0,15 24 20 - -,division_3,men,Urmston Grammar School,Abdul Salam Safadi,
2024-03-24,00:00,,Wombourne,0,22 21 21 - -,Newcastle Staffs,3,25 25 25 - -,division_3,women,Ashfield School,Gary Cross,Chris Tsui
2024-03-28,00:00,,Manchester Marvels Mystics,1,13 25 24 21 -,Manchester Marvels Mayhem,3,25 15 26 25 -,division_2,women,Dean Trust Ardwick,Paul Fagan,Toby Reeves Hall
2024-03-30,00:00,,London Baks,3,25 25 25 - -,Wombourne,0,19 20 17 - -,division_2,men,Castle Green Sport Centre,Ian Cheesbrough,Gianni Sutton
2024-03-30,00:00,,Urmston Grammar Volleyball,3,25 25 25 - -,Sheffield,0,0 0 0 - -,division_2,women,Urmston Grammar School,Michal Garncarz,Abdul Salam Safadi
2024-04-06,00:00,,Black Country,3,26 25 25 - -,Tamworth Spartans,0,24 16 22 - -,division_1,men,Redhill School Sports Hall,John Boughton,Vishnu Raj
2024-04-06,00:00,,Cambridge ARU,3,26 25 25 - -,Coventry and Warwick Riga,0,24 23 23 - -,division_1,men,North Cambridge Academy,Glynn Archibald,Maya Stancheva
2024-04-06,00:00,,Cambridge,2,25 21 25 18 13,Dartford Crossers,3,22 25 18 25 15,division_2,men,North Cambridge Academy,Glynn Archibald,Maya Stancheva
2024-04-06,00:00,,Chester Amazons,1,17 18 26 16 -,Hull Thunder,3,25 25 24 25 -,division_3,women,Joseph Rowntree School,Simon Cowie,Diane Hollows
2024-04-06,00:00,,Everton Belugas,3,25 25 25 - -,Leicester Athena Phoenix,0,13 17 12 - -,division_1,women,Litherland High School,Lenny Barry,Jamie Hollick
2024-04-06,00:00,,Everton Dugongs,3,25 25 26 - -,Liverpool,0,23 18 24 - -,division_2,men,Litherland High School,Lenny Barry,Jamie Hollick
2024-04-06,00:00,,Everton Narwhals,2,25 17 19 25 5,Sheffield,3,21 25 25 22 15,division_2,women,Litherland High School,Jamie Hollick,Lenny Barry
2024-04-06,00:00,,IBB Polonia London,3,23 25 25 33 15,Stockport,2,25 14 23 35 13,superleague,men,Northolt High school,Ian Cheesbrough,Ryszard Dabrowski
2024-04-06,00:00,,Intervolley Manchester,3,25 25 25 - -,Manchester Marvels Mavericks,0,22 13 10 - -,division_3,men,Holly Lodge Girl's College,Rhys Kai Sweeney,Zining Tan
2024-04-06,00:00,,Lincoln Cannons,2,20 25 19 28 11,Hull Thunder,3,25 13 25 26 15,division_2,men,Riseholme College (Showground Campus),Igors Maksimovs,Edward Arnott
2024-04-06,00:00,,Lionhearts Vinarius,1,22 21 25 19 -,Durham Palatinates,3,25 25 12 25 -,superleague,women,Mulberry Shoreditch Academy,Huaxi Liu,Domenico De Mattia
2024-04-06,00:00,,Liverpool U18 Boys,1,21 19 25 19 -,Intervolley Manchester,3,25 25 19 25 -,division_3,men,Holly Lodge Girl's College,Zining Tan,Rhys Kai Sweeney
2024-04-06,00:00,,Liverpool U18 Boys,3,25 25 25 - -,Manchester Marvels Mavericks,0,22 21 20 - -,division_3,men,Holly Lodge Girl's College,Zining Tan,Rhys Kai Sweeney
2024-04-06,00:00,,London Aces,3,25 25 26 - -,Essex Blaze,0,21 18 24 - -,division_1,men,Lambeth Academy,Katarina Cepinova,Anna Justkowska
2024-04-06,00:00,,Newcastle Staffs,3,25 25 25 - -,Leeds Gorse,0,17 23 22 - -,superleague,men,Sir Stanley Matthews Sports Centre,Matthew Pitts,Bee Yusuf
2024-04-06,00:00,,Richmond Bucks,3,25 25 25 - -,City of Bristol,0,11 12 5 - -,division_2,men,Kingston College Arena,Herman Prada,Menaf Al Nasir
2024-04-06,00:00,,Stockport,1,23 21 25 23 -,Wessex,3,25 25 21 25 -,division_1,women,Life Leisure Brinnington Park,Debra Smart,Michal Garncarz
2024-04-06,00:00,,Team Sunderland,1,14 27 24 17 -,Malory Eagles UEL,3,25 25 26 25 -,superleague,men,Sunderland University (Cityspace),David Topacho,Evelyn Lee
2024-04-06,00:00,,Urbond VC Portsmouth,3,25 25 25 - -,Weymouth,0,15 14 16 - -,division_3,men,Priory Community Sports Centre,Gianni Sutton,Eleni Blana
2024-04-06,00:00,,Urmston Grammar Volleyball,0,19 16 16 - -,Team Sunderland,3,25 25 25 - -,division_2,women,Urmston Grammar School,Abdul Salam Safadi,Bryan Youlden
2024-04-06,00:00,,Wiltshire Mavericks,1,25 21 8 15 -,Spelthorne Lions 1,3,18 25 25 25 -,division_2,men,Lavington School,Neil Bentley,Francesca Bentley
